question,answer
"['LG 그램 노트북15Z970GA50K 를 사용하느데어느샌가 이상하더라구요보니노트북 전원 누르고 LG로고 나타날떄 이상한 줄이 생깁니다', '켜고나서는 밝아서 그런지 잘 안보이는데 킬때만 이렇게 생겨요', '액정가는데 20이라는데 팔려고 하는 생각때매 고민되네요', '무상으로고칠수 있는 방법이 있을까요?', '구매한지 34년정도된것같아요', '이걸 어떻게 해야할까요??']","['첨부해 주신 사진과 같이 화면의 같은 부위에 고정되어 점 및 줄이 발생된다면LCD 패널 점검이 필요해 보입니다.', '문의 내용 내 예상 비용이 기재된 것으로 보아 점검 상담을 받으신 것으로 보입니다.', '안내 받으셨겠지만 자사에서는 제품별 품질보증기간을 명시하고 그에 따른 사후 서비스를 진행하고 있습니다.', '노트북의 제품 보증기간은 구입일로부터 1년으로 적용되고 있으며 보증기간 경과시에는 유상으로 서비스가 진행되는 점 양해 부탁드립니다.']"
"['TV모니터 소리가 모니터안에서 물에 잠긴것처럼 소리가 울립니다...', '갑자기 이런경우는 처음이라..', '소리가 안에서 울립니다..', '소리설정 리셋재부팅잭확인 다해봤는데..모델은 OLED 48CX입니다..']",['해당 증상의 경우 제품의 정보와 연결 등 사용 환경 확인이 필요합니다.']
"['지금 새컴퓨터 RTX 3060 그래픽카드 모니터는 LG LED TV 인데 HDMI 연결하면 신호없음 뜨네요', '근데 그전 컴퓨터 1060 그래픽카드는 모니터 잘연결되는데 이거 호환 안되는건가요?']","['신호 없음이 나온다면 먼저 연결된 케이블이나 단자 인식이 안되는지 등 확인이 필요합니다.', '모니터와 본체를 연결한 케이블을 양쪽 다 분리 후 재연결하고모니터 조이스틱 버튼을 눌러 외부 입력 신호를 맞춰 확인 후 동일하면설정 일반 설정 초기화로 모니터 모든 설정을 초기화하여 확인해 보시기 바랍니다.']"
"['안녕하세요', '지식인에서 엘소드 하려고 노트북 알아봐서 해당 노트북을 구매했는데요', '그래픽 드라이버 업뎃에 최저 옵션을 해도 튕깁니다 어쩌죠?', '사진은 제꺼 사양입니다']","['해당 게임의 권장 사양의 그래픽 카드는 NVIDIA GEFORCE GTX 1050 이상이기에먼저 해당 게임 옵션의 해상도를 낮춰 동일 현상이 발생하는지 확인이 필요해 보입니다.', '만일 옵션 변경 시에도 동일하다면 게임 제조사 상담실을 통해 설정 변경이 필요한 부분이있는지 등 확인이 필요한 부분으로 해당 게임 제조사로 문의 상담 나눠보시기 바랍니다.']"
['LG GRAM임뭔 기종인지는 모르고 새로산건데 슈발 이거 왜 안더냐거'],"['제품 사용에 불편을 드려 죄송합니다.', '노트북 재부팅 후에도 첨부해 주신 영상과 같이 암호 입력이 원활하지 않다면자세한 제품 상태 확인이 필요해 보입니다.', '발생 원인 및 조치 방법에 대한 안내는 제품 점검 후 가능한 부분으로번거로우시겠지만 서비스 예약 해 주시면 엔지니어가 안내 도와드리겠습니다.']"
"['티비를틀면 이런현상이일어나고 껏다켰다 반복하고 어느정도 시간이되면 또 잘나옵니다', '티비 수명이 다된건가요?', '수리해도 소용 없을까요??']",['해당 증상의 경우 영상 테스트자가 진단 기능으로 제품의 이상 유무를 확인할 수 있습니다.']
"['학교티비소리 키는 법좀 알려주세요', '남자새끼들이 뭔가를 눌렀는데 티비소리가 안나와요', 'LG티빈데 키는 법좀 알려주세요', '티비 소리 100퍼센트 했고 다 설정했는데도 안나옵니다', '무슨 문제가 있는걸까요']","['셋톱박스 이용 시 TV 음량과 셋톱박스 중 한쪽의 음량이 작게 설정이 되어 있거나 TV의 출력 스피커 선택이 잘못 선택이 되어 있는 경우 나타날 수 있습니다.', 'TV와 셋톱박스는 별도의 음량 조절 기능을 가지고 있습니다.', '두 기기 모두 음량 조정을 해야 합니다.', '각 제품별 리모컨이 따로 있으니 참고해서 음량 조정을 해보세요.', '셋톱박스에서 음량 조정이 안 되는경우 제품 전원을 뺏다가 약 30초 후 다시 꽂으면 해결되는 경우도 있습니다.', '또한 외부 출력장치사운드바 등가 연결 되어 있다면 해당 기기의 음량을 크게 조정해 보세요.', '만약 정상적으로', '소리가 나오지 않는다면 외부 기기의 점검이 필요할 수 있습니다.']"
"['한글 2018년거 쓰는데 저장하고 다시 들어가면 2010년도 버전으로 나와요', '그리고 예전에 저장해놨던거 다시 들어가니까 2005년도 버전으로 나오는데 이거 왜 그런건지 알 수 있을까요', '진짜 너무 화가 납니다.']",['한글 등 상용 SW는 자사가 따로 제공하지 않고 사용자가 별도로 라이선스 구입 후 설치하는 프로그램으로한글 프로그램 업데이트 오류라면 프로그램 업체인 한글과 컴퓨터를 통해 안내 받으시기 바랍니다.']
"['잘 사용하고 있었는데 갑저기 잠금설정?이 된다면서 화면이 꺼졌어요', '다시 전원버튼을 눌러도 안켜지는데 왜 그럴까요..?', '충전도 되어있는 상태입니다']","['화면이 꺼진 뒤 전원이 켜지지 않는다면 배터리 부족으로 발생할 수 있기에먼저 충전 어댑터를 노트북에서 분리 뒤 재 연결하여 배터리를 충전 해 보시기 바랍니다.', '일정 시간 충전 후 충전 어댑터 및 USB 등 연결된 장치를 모두 분리 후 전원 버튼을 10초 이상 눌러 재부팅 시켜 보시기 바랍니다.', '전원 버튼을 10초 이상 길게 눌러 재부팅을 시켜도 전원이 켜지지 않는다면충전 어댑터 및 노트북 점검이 필요한 부분으로.. 서비스 예약 후 방문해 주시면엔지니어가 점검 후 자세한 안내 및 조치 도와드리겠습니다.']"
"['LG 울트라PC 사용중입니다.', '현재 영상 파일을 볼 때 주로 불규칙적 예상 불가 화면이 멈춤과 동시에 그 당시 재생되던 음이 반복되어 재생되는 상황입니다.', '혹시 이 상황이 어떤 상황인지 해결 방안을 아시는 분 있으신가요?내공냠냠 신고합니다']","['그래픽 카드 드라이버 업데이트 진행해 보시기 바랍니다.1. 시작 버튼에서 마우스 우 클릭장치 관리자 클릭디스플레이 어댑터 더블 클릭 INTEL 항목 마우스 우 클릭하여 디바이스 제거 팝업창에서 이 장치의 드라이버 소프트웨어를 삭제합니다', '체크 박스란이 있다면 체크하고 제거입니다.', '2. 재부팅하여 처음 구매할 당시 WINDOWS가 포함된 제품은 LG UPDATE CENTER를 WINDOWS가 포함되지 않은 제품은 LG DNA CENTER PLUS 프로그램을 실행하여 삭제된 그래픽 드라이버를 설치한 후 재부팅하여 확인해 주세요.', '이후 동일하면 시작 프로그램 정리 바이러스 악성코드 검사 불필요한 프로그램 정리 등 최적화 작업이 필요해 보입니다.', '먼저 아래 방법대로 시작 프로그램 사용 안 함으로 변경하여 사용해 주세요.', '1. 바탕화면 왼쪽 아래에 있는 시작 버튼을 마우스 오른쪽 버튼을 클릭 후 작업관리자를 선택해 주세요.', '2. 작업 관리자 시작프로그램 항목을 선택해 주세요.', '간편 모드로 나오는 경우는 자세히 버튼을 클릭해 주세요.', '3. 시작프로그램에서 사용 빈도 낮거나 불필요한 프로그램은마우스 우 클릭하여 사용 사용 안 함으로 바꾸어주세요.', '사용 안 함으로 변경은 프로그램을 제거하는 것이 아니며PC가 부팅 시 자동으로 실행이 되는 것을 중지시켜 줍니다.', '4. 사용 안 함', '변경 후 시작 버튼 전원 다시 시작하면 변경 내용이 적용됩니다.']"
"['요', '재품은 스텐드 형으로 샀는대', '그럼 베사홀이없는 제품이죠?']",['해당 모델은 벽걸이 타입으로도 설치가 가능하며베사 규격은 200X200 이며 WB21LMA 브라켓으로 설치 가능합니다.']
"['흰색화면에서 유독저러한데 매장의티비는 저렇지않습니다.', '82인치 직하형LED고 구매한지1주일되었습니다.', 'IPS패널입니다.', '이건뭐 흰색인지 얼룩말인지. 기사님은일단수리해보겠다는데 백라이트가어쩌고저쩌고하시네요?', '아무리그래도그렇지', '백라이', '트커버범위가있는데 이게무슨말인지 이해가안되네요..', '중소기업티비도이렇진았는것같습니다만']","['제품 이용에 불편을 드린 점 사과드리며 각각의 소자가 갖는 고유한 특성 차이로 인해 미세한 편차가 발생하여수직 형태로 미세한 얼룩이 보일 수 있습니다.', '일반적인 영상 시청시에는 인지되지 않으며제품의 성능이나 수명에 영향을 주지 않습니다만절전모드를 OFF로 설정하면 해당 현상이 줄어들 수 있습니다.', '설정 영상 ENERGY SAVING OFF 설정다만 설정 이후 영상 시청에 불편이 계속되는 경우아래의 게시판으로 전화번호서비스 접수시 연락처 성명과 함께 네이버지식인에 문의주신 게시글을 남겨주시면담당부서를 통해 제품을 점검하고 문제점을 지원해드리고자 합니다.']"
"['오늘 낮에 노트북이 새로 왔는데 줌을 할 때 캠이 안 되는데 해결법 아시는 분 있으신가요?', 'LG그램 360입니다!']","['먼저 ZOOM 앱에서 설정입니다.', '1. ZOOM 앱 진입하여 메인 화면 우측 상단 설정 버튼을 클릭해 주세요.', '2. 비디오 탭에서 카메라 메뉴 항목을 LG CAMERA로 설정해 주세요.', '이후 동일하면 아래 내용대로 진행해 보시기 바랍니다.', '1. 노트북 키보드 왼쪽 하단의 FN 키와 상단의 F4를 동시에 눌러 SECURE MODE OFF웹캠 마이크 사용 가능로 설정해 주세요.', '모델에 따라 다를 수 있습니다.', '2. 시작 설정 앱 앱 및 기능 카메라 클릭 고급 옵션 앱 사용 권한 카메라 켬으로 설정 후 확인해 주세요.', '3. 왼쪽 하단 시작 우 클릭 장치 관리자 카메라 WEBCAM 항목 우 클릭 디바이스 제거 후 재부팅하여 확인해 주세요.']"
"['75UN7000KNC 제품 스마트 리모콘을 사려고 하는데 무슨 제품을 사야하나요?', 'AKB75855501 제품 사려고 문의하니까 판매처에서는 호환 안되는 제품이라고 하더라고요..', '저 제품 사도 되나요..?', '아니면 다른 제품이 있나요?']",['해당 모델의 경우 AKB75855501MR20GA 리모컨으로 호환 사용이 가능한 것으로 확인됩니다.']
"['산지 1년 정도 됐는데 오늘 갑자기 이래여', '왜 이러죠??', '동영상에서처럼 마우스 픽셀?이 깨지고 화면 전체가 지지직거리다가 화면 깨졌어요', '그러다 다시 원래 화면 나오고 지지직 거리길래 껏다 키니까 괜찮아졌습니다', '수리하러 가야', '됭까요??', '지금은 괜찮은데 먼 문제인가요!!']","['아래와 같이 그래픽 드라이버 제거 후 재설치 진행해 보시기 바랍니다.', '1. 시작 버튼에서 마우스 우 클릭장치 관리자 클릭 디스플레이 어댑터 더블 클릭 INTEL 항목 마우스 우 클릭하여 디바이스 제거 팝업창에서 이 장치의 드라이버 소프트웨어를 삭제합니다', '체크 박스란이 있다면 체크하고 제거입니다.', '2. 재부팅하여 처음 구매할 당시 WINDOWS가 포함된 제품은 LG UPDATE CENTER를 WINDOWS가 포함되지 않은 제품은 LG DNA CENTER PLUS 프로그램을 실행하여 삭제된 그래픽 드라이버를 설치한 후 재부탕하여 확인해 주세요.']"
"['외국에 살다보니 국내 서비스를 받지 못하여 답답하네요', '통돌이 세탁기인데 세탁 과정에서 통도 안 돌고 회전판도 안 도는 현상.이곳 기술자들이 한 달 째 고치지 못하여 문의합니다', 'CLUTCH HOUSING ASSEMBLY를 모두 바꾸어보아도 린스 탈수때는 통이 돌아가는데 세탁과정에서는 안 돌아갑니다.', '답변을 주실 수 있겠습니까?', '혹시 회전 날개판이', '나 WASHER 또는 PIVOT 연결 BOLT가 마모되면 이런 문제가 생길 수 있을런지요.', '전문가님들의 고견을 기다리겠습니다']","['해당 내용에 대해 자세한 확인 및 안내 드리고자 합니다.', 'LG전자 홈페이지 게시판으로 글을 남겨주시면 상세한 안내 및 도움드리겠습니다.']"
['LG 미니빔을 태블릿이랑 연결해서 유튭을 보려는데 어떻게 연결하나요?'],"['미니빔 모델에 따라 실행 방법이 다를 수 있으나아래 두가지 방법을 참고해 주세요.', '1.화면 공유미니빔 리모컨의 외부입력 스크린 쉐어를 선택 후테블릿 PC에서 미러링 기능을 실행하여 연결기기 목록에서자사 미니빔을 선택 후 미니빔에서 수락을 선택해 주세요.', '2.앱 내 공유스마트 기능이 내장되어 유투브 어플을', '미니빔 내에서 실행 할 수 있는 경우만 가능1 동일한 WIFI 공유기로 미니빔과 테블릿 PC를 연결합니다.', '2 테블릿 PC에서 유튜브 어플을 재생 재생화면 우측 상단의 티브이 모양의 아이콘을 선택 합니다.', '3 연결장치 목록 중 자사 미니빔을 선택하시면 유투브 영상이 미니빔에서 재생됩니다.']"
"['제가 19년도 말에 노트북을 구매해서 사용하다가 SSD가 불량이라 교환받고 어찌저찌 다시 윈도우 받고 쓰던 중에 또 불량이었는지 저번처럼 바이오스 오류가 나서 그냥 SSD를 빼고 데스크탑에서 쓰던 외장하드를 쓰려고 하는데 윈도우가 SSD안에 있던건지WINDOW 개념을 잘 몰라요..', '윈도우가 안 켜지는데 다시 사야하는건가요..?']","['윈도우가 설치되어 출시되는 제품은 LG 리커버리 기능이 내장되어 있어 전원을 켜고 F11 키를 연속으로 두드리면 윈도우 포맷 초기화 설치를 진행할 수 있으며 NONOS윈도우 미 포함 제품은 사용자가 직접 정품 윈도우를 이용하여 윈도우를 설치해야 합니다.', '윈도우는 SSD에 설치되고 SSD 제거 후 외장하드 연결하여 사용은 어렵습니다.', '초기화를 하면 사진음악문서공인인증서', '프로그램들이 모두 삭제되며한글MS 오피스포토샵 등등 프로그램들은 다시 설치하여 사용하는 프로그램입니다.', '초기화 관련하여 아래 영상에 자세히 안내되어 있으니 참고 부탁드립니다.', 'WINDOWS 10을 초기화하고 싶어요.']"
"['모델명은 F9WKBY 입니다', '대략 상판 교체 비용 어느정도 나올까요?']",['문의하신 세탁기 수리비는 모델에 따른 부품 수리 범위 수리 난이도 등 종합적인 요소를 고려하여 책정되는 부분으로 답변으로 바로 안내드리기 어려운 점 양해부탁드립니다.']
['오른쪽냉장고가 최신이고 기능도 많아 보이는데 왜 더 싼건가요?'],"['문의해주신 두 모델은 소비전력 등급 차이이며Z491MGB131 모델은 1등급 Z491MGB132 모델은 2등급 입니다.', '또한 같은 제품이더라도 판매처 별로 가격이 다를 수 있으므로제품 구입에 참고해 주시기 바랍니다.']"
['이거 왜이러죠...'],"['IE는 일정시간 이내 세탁통 내에 물이 적정량까지 차지 않으면 발생합니다.', '세탁기가 빌트인으로 설치된 경우 싱크대 밑 문을 열어주세요.', '하얀색이나 파란색으로 된 호스가 보일 겁니다.', '호스를 따라 벽면을 보시면 은색으로 된 밸브가 보일 겁니다.', '왼쪽시계 반대 방향으로 돌려 밸브를 열어 주신 후 사용해주세요.', '참고로 설치 타입에 따라 밸브를 여는 방식이 다르니 아래 LG전자 제품문제해결을 참고하시어급수 밸브를 확인해 보시기 바랍니다.', '빌트인 세탁기 급수가 안돼요']"
"['두달 전 구입한 그램 노트북인데 전원 킬때 이런 소리', '가 나네요...', '왜그런거죠?']","['첨부해 주신 영상 확인 시 엔지니어 점검이 필요한 증상으로 확인됩니다.', '노트북에서 발생할 수 있는 소리는 대부분 팬 동작 소리이지만정확한 원인 및 조치 방법은 제품 점검 후 안내 가능한 점 양해 부탁드리며서비스 예약 후 방문해 주시면 엔지니어가 점검 후 자세한 안내 및 조치 도와드리겠습니다.']"
"['엘지 TV는 구매한지 3년 조금 넘었구요', '예전에도 네트워크 연결이 잘된 편은 아니지만 최근 12달 정도는 아예 와이파이 검색도 안뜨네요', '공유기 이상은 아니고 초기설정이며 핫스팟으로 연결해보려고 했으나 검색조차 안됩니다', '얼마 쓰지도 않았는데 출장비도 너무 아깝고 이럴땐 어떻게 해야하나요', '출장 기사님을 부르는게 답인가요']","['해당 증상의 경우 주변 무선 환경에 의해 무선 네트워크 연결이 원활하지 않을 수 있습니다.이미 조치 해 보셨겠지만 공유기 리셋 및 TV와 공유기 전원을 껐다가 다시 켠 후 사용해 보시기 바랍니다.', '또한 타 무선 기기들은 OFF 후 사용해 보시기 바랍니다.', '아래 URL을 통해 상세 내용을 참고해 주세요.']"
"['코트 재질이 이런데요!', '새로 구매한 거라 먼지가 좀 있어서 한 번 돌려입으려고 합니다.', 'LG스타일러 고급 의류부분에 정장코트로 돌려도 문제 없을까요..?', '또 다운로드 코스에 교복정장 살균 이것도 해도 가능할지 부탁드립니다!']","['스타일러 사용 시에는 먼저 의류에 부착된 취급표시를 확인하여 권장하는 건조 방법에따라 스타일링 해 주시는 것이 좋으며 다음과 같은 표시가 있는 의류는 스타일러에사용하시면 안됩니다.', '아래 의류 소재에 따른 코스 사용 안내를 참고하시어 관리해 보시기 바랍니다.']"
"['엑스캔버스TV를 지인으로부터 받아왔는데TV화면에 HDMI인식이 안되고있어요', '잘사용하던TV라던데 왜그런지 이유를 모르겠네요', '기존의 TV를 연결하면 잘나오는데요']","['해당 증상의 경우 케이블 교체 연결 후 동일한 증상이라면 제품 점검이 필요해 보입니다.', '제품의 정확한 진단 및 조치는 제품 점검 후엔지니어를 통해 안내 가능한 부분으로 서비스를 신청하시어점검과 상세 안내를 받아 주시기 바랍니다.']"
"['제가 노트북을 학교에 두고 어딜 갔다와서 다시 와서 봤는데 아래 사진처럼 되어있어서...', '이렇게 고장난 거는 어떻게 해야 고장날 수 있나요??', '떨어뜨리면 이렇게 되나요??', '그리고 이거 수리 맡기면 대략 얼마 정도 나올까요?']","['제품을 떨어트려', '해당 증상이 발생했는지 외부 충격 및 다른 원인이 있는지 등은엔지니어가 직접 제품 점검 후 안내 가능한 점 양해 부탁드립니다.', '제품의 수리비는 모델에 따른 부품 수리 범위 수리 난이도 등 종합적인 요소를 고려하여 책정되는 부분으로 제품 상태를 확인 후 안내드리고 있습니다.', '서비스 예약 후 방문해 주시면 엔지니어가 점검 후 자세한 안내 및 조치 도와드리겠습니다.']"
"['LG 그램 노트북2021년 3월 구입 사용자입니다.', '제가 학교에서 근무하다 보니 노트북을 사용하고 퇴근하면 그냥 책상 위에 두고 퇴근합니다.', '그런데 요즘 들어 출근해서 노트북을 켜면 노트북 속도가 엄청 느립니다.', '1시간 정도 버벅 거리다 다시 정상 속도도 작동이 됩니다.', '아침에 출근해서 노트북으로 업무를 바로 시작해야하는데 1시간 정도는 노트북이 너무 느려 아무것도 못하고 1시간 정도가 지나야 정상으로 작동이 됩니다.', '원격 AS를 신청했는데 온도가 낮으면 반도체가 잘 작동을 안해서 열이 생겨야 한다는 답변을 하더군요.', '그리고 제가 가지고 있는 노트북의 사용 온도가 상온 10도 40도 라서 지금 날씨가 추워져 영하로 내려가서 그런다고 퇴근할 때 노트북을 보온이 될 수 잇도록 하라고 하더라구요..', '그런데 아무리 그렇더라도 교실 내부의 온도가 영하 1도 내지는 3도까지가 고작일 건데 날씨가 춥다고 노트북 속도가 느려진다는게 이해가 안됩니다.', '혹시 다른 증상이 아닐까 하는데 전문가 분들의 조언을 듣고 싶네요..', '아참 그리고 서비스센터에 가지고 갔더니 알 수 없는 프로그램들의 충돌이라고 공장 초기화를 하라고 하더라구요.', '무슨 말이 맞는건지?.', '예전에는 추워도 잘 작동되었는데....', '어떻게 해야할까요?', '이유가 무엇인지 궁금합니다.']","['속도 느림은 시작 프로그램에 불필요한 프로그램들이 등록되어 있거나악성 프로그램이 설치되었거나 바이러스에 감염되었을 때 온도에 의한 영향 하드웨어 문제 등 다양한 원인이 있습니다.', '시작 프로그램 정리 바이러스 악성코드 검사 등 최적화 작업이 필요해 보입니다.', '아래 방법대로 시작 프로그램 사용 안 함으로 변경하여 사용해 주세요.', '1. 바탕화면 왼쪽 아래에 있는 시작 버튼을 마우스 오른쪽 버튼을 클릭 후 작업관리자를 선택해 주세요.', '2. 작업 관리자 시작프로그램 항목을 선택해 주세요.', '간편 모드로 나오는 경우는 자세히 버튼을 클릭해 주세요.', '3. 시작프로그램에서 사용 빈도 낮거나 불필요한 프로그램은마우스 우 클릭하여 사용 사용 안 함으로 바꾸어주세요.', '사용 안 함으로 변경은 프로그램을 제거하는 것이 아니며PC가 부팅 시 자동으로 실행이 되는 것을 중지시켜 줍니다.', '4. 사용 안 함', '변경 후 시작 버튼 전원 다시 시작하면 변경 내용이 적용됩니다.']"
"['기종을 못찾아서요', '알려주시면 감사하겠습니다']","['첨부해주신 사진상으로 모델명이 확인이 되지 않아정확한 안내를 드리기에 어려움이 있습니다.', '해당 제품의 모델명은 실내기 오른쪽 측면에서 확인 하거나실외기에서 확인이 가능하오니 참고해 주세요.', '또한 리모컨 덮개를 열어 켜짐']"
"['안녕하세요.', '엘지 스타일러 1달 된거 중고로 가져왔는데 눕혀서 가져와서 그런지세우고나서부터 물이 뒷쪽과 아래에서 물이 뚝뚝 떨어지는데 어떻게 해야하나요...?', 'AS 받아야 하나요?', '그리고 수평이 안맞아요...']","['문의주신 현상은 제품 가동 후 남아 있던 잔수가 나온 것인지 이로 인한 내부 부품에 영향은 없는지 등에 대한 확인을 위해 제품 점검이 필요해 보입니다.', '관련하여 글로서 바로 도움을 드리기 어려운 점 양해 부탁드리며..서비스 예약 해 주시면 엔지니어가 방문 드려 제품 상태 확인 후 자세한 안내 가능 한 부분으로엔지니어를 통해 상세 안내 받아보시기 바랍니다.']"
"['겨울철 건조기에 자꾸 띵똥띵똥하는 소리와 함께 화면이 깜박이며 건조기가 멈추네요.', 'LG TROMM 건조기 입니다.']","['건조기의 배수 방법이 배수호스 임에도 물버림', '표시에 불이 들어온다면 연결된 배수 호스에 꼬임', '및 꺾임이 없는지 확인해 보시기 바랍니다.', '배수호스에 문제가 없음에도 물버림', '표시가 지속 발생한다면 전문 엔지니어를통한 제품 점검이 필요합니다.', '서비스 예약 해 주시면 엔지니어가 방문드려 점검 및 조치 도와드리겠습니다.']"
"['엘지 티비가 갑자기 화면이 안나오면서 순간순간 깜빡 거리는 증상이 있네요.', '소리는 정상으로 나오는데 맛간거인가요?', '구매한지 오년정도 되었네요', '고장난거라면 수리비 어느정도 나올까요']",['해당 증상의 경우 영상 테스트자가 진단 기능으로 제품의 이상 유무를 확인할 수 있습니다.']
"['안녕하세요.', '노트북 서브 모니터 사용을 위해디스플레이 설정 복제로 설정했습니다.', '그렇게 하니서브 모니터의 화면이 뿌옇게 보여서 워드 피피티 모두 눈이 아픕니다..', '선명도 조절을 하고 싶은데모니터 자체 설정에서도 조작이 안되네요', '설정 방법이 있을까요?', '고수님들 도와주십쇼 !!', '노트북 모델명 15Z970GPB5ML모니터 모델명 24MK430H모니터 자체화면']","['아래의 방법으로 진행해 보시기 바랍니다.', '1. 노트북과 모니터 연결된 케이블 양쪽에서 분리 후 재연결2. 모니터 설정 일반 설정 초기화로 모니터 모든 설정을 초기화3. 노트북 바탕화면 우 클릭하여 디스플레이 설정 2번 모니터24M430H 해상도 권장인지19201080 확인4. 고급 디스플레이 설정 어댑터 속성 표시 모니터 화면 재생 빈도 60HZ 인지 확인 부탁드립니다.']"
['티비 전원을 껐을 때 갤러리모드가 실행되게 설정하는 방법이 궁금합니다.'],"['전원이 꺼져있는 상태에서는 갤러리 이미지를 띄울 수 없습니다.', '전원이 켜져있는 상태에서 홈 갤러리 항목에서 원하는 테마를 선택 후 감상해주세요.']"
['어느날 이 아이콘이 떴는데설명서가 사라져서 이 아이콘이 무엇을 뜻하는지 모르겠네요'],['첨부해주신 사진의 해당 표시 부분은 제품 좌우 바람 조절 기능이며아래 URL을 통해 상세 내용을 참고해 주세요.']
"['기모바지나 후드티 또는 트레이닝 바지 조금 두꺼운것 넣고 드럼세탁기 탈수하면 처음에 탈수 속도 올리기 시작할때 드럼통이 휘청휘청하며 쉭쉭 소리와 부닥치는 소리 나잖아요.', '그리고 탈수 중에도 진동과 소음이 느껴지잖아요.', '이건 어쩔 수 없는 것인가요?', '확실히 옷 종류에 따라 다른것 같은데 물을 좀 빼서 펼쳐서 넣어 탈수를 해도 진동과 소음은 마찬가지인것 같은데 키로수에 상관없이 원래 그런것인가요?', '가로로 펼치지 말고 차라리 세로로 넣는게 좋을까요?', '다른 빨래와 같이 탈수할때는 다른 빨래는 위아래 넣고 기모나 후드는 가운데 껴서 넣으면 그나마 양호한것 같은데...', '탈수 처음 돌때 쉭쉭 부닥치는 소리와 중간에 진동 소음 나는채로 계속 써도 세탁기엔 지장 없는 것이죠?', 'LG 15KG 드럼세탁기 입니다.']","['탈수는 세탁통드럼을 빠르게 돌려 물기를 빼는 과정으로 탈수가 시작되면 먼저 세탁통이 천천히 돌면서 빨랫감이 고루 퍼져 있는지 확인합니다.', '그런데 이때 부피가 크고 무거운 세탁물은 세탁통의 무게 중심을 한쪽으로 치우치게 하기 때문에세탁통이 균형을 잡지 못하고 부딪히는 듯한 소리가 발생될 수 있습니다.', '이때는 세탁기를 멈추고 세탁통 안의 세탁물을 골고루 펼쳐지도록 정리 후 세탁물에 맞는 탈수 세기를 선택해 사용해 보시기 바랍니다.', '탈수할 때 소리가 나요']"
"['노트북 전원은 들어오나 화면이 켜지지 않는 문제가 발생해 지식인에 질문 남깁니다.', '서치해 본 결과 몇 가지 방법을 찾을 수 있었고 실행해 본 방법은 다음과 같습니다.', '메모리 카드 접촉면 지우개로 지우고 다시 꽂기 구석구석 먼지 제거 전원 킨 후 해상도 높이기..', '무엇을 하든 화면 켜기는 실패로 돌아갔고요.', '사실 노트북 부품을 건들이고 싶어도 전문 지식이 없어 어떤 것이 모니터 선인지..', '알 길이 없네요.', '결론적으로 말씀드리자면 부품의 각 명칭을 알고 싶고 또 아직 시도하지 않은 방법 중 문제 해결에 도움이 될 만한 방법을 알고 싶습니다.', 'AS 센터는 가격 문제로 현재 생각하고 있지 않습니다.', '문제 해결에 결정적인 도움을 주신 분께는 반드시 몇천 원 상당의 네이버 페이를 지급해 드리려고 생각 중입니다.', '답변 부탁드립니다!']","['어댑터를 분리하고 전원 버튼을 10초 이상 눌러 전원을 완전히 끈 후전원 버튼을 다시 눌러 화면이 켜지지 않으면 엔지니어 점검이 필요합니다.제품을 직접 분해수리하는 기술적인 부분은 제품 품질 및 안전과연계된 부분으로 안내드리기 어려운 점 양해 부탁드립니다.', '제품 수리는 전문 엔지니어를 통해 도움받아 보시길 권장하며서비스 예약 후 방문해 주시면 엔지니어가 점검 후 자세한 안내 및 조치 도와드리겠습니다.']"
"['모델은 LG 55EC9300입니다..', '디즈니 플러스 안되는 기종인가요??']","['WEBOS 2.0 이하 모델 및 2016년 이전 구입한 제품에서는DISNEY 앱을 지원하지 않는 것으로 확인됩니다.', '문의해주신 모델은 2015년 제품으로안타깝게도 이용이 어려운 점 양해 부탁드립니다.']"
['엘지 올레드티비 OLED55C9CNA제품 벽걸이 브라켓어떤 제품 써야하나요 ?'],[]
"['A9S 무선청소기 모터쪽 바람 나오는데서 세척을 잘못 했는지냄새가 나는데 분리하는 방법이 있나요??', '아니면 대신 해주는 업체가 있나요']","['배기필터에서 냄새가 난다면 아래 그림과 같이 배기 필터와 프리 필터를 빼내 흐르는 물에 씻고 그늘에서 24시간 이상 물기를 완전히 말려 사용해 주시기 바랍니다.', '또한 청소기 본체에서 흡입구와 파이프를 분리하여 먼지통 내부의 큰 먼지 분리 장치도물로 씻고 그늘에서 완전히 말려서 사용해 주시기 바랍니다.']"
"['이번에 새로 일하게 된 곳에 시스템 에어컨이 있는데 예전 가게에서 그대로 받아온거라 따로 리모컨이 없었나봐요.', '벽에 컨트롤러가 붙어있긴 한데 하필 수납렉이 있어서 화면이 제대로 안 보여서 사용이 불가능합니다.', '퇴근할 때 난방을 끄고 가면 다음날에 너무 추워서 예약을 걸어두려고 하는데 어떤 리모컨 모델을 사면 될까요?']","['첨부해주신 사진으로는 사용 제품의 모델명이 확인되지 않아안내를 드리기에 어려움이 있습니다.', '필터 커버를 열어 내부 라벨에 있는 모델명 확인이 가능합니다.', '다만 2010년 이후 설치한 제품 중 난방 겸용 일반 제품은리모컨 상품번호 AKB74995508로 구입 및 이용이 가능하며난방 겸용 양방향 리모컨은 상품번호 AKB74995508 이용이 가능합니다.', '아래 URL을 통해 상세 내용을 참고해 주세요.']"
